invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
14393,3559.1,5/30/2025,SKU133,25,BJ's,OSD,27,81.97,5,yes,yes,no,invalid,pod does not support shortages,3559.1,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Southwest,Schneider
10032,3503.11,5/31/2025,SKU138,50,BJ's,OSD,52,51.12,5,yes,yes,no,partially invalid,pod supports partial shortages,799.03,2704.08,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Midwest,Schneider
10032,670.82,5/31/2025,SKU118,35,Amazon,OSD,39,11.17,0,yes,yes,no,partially invalid,pod supports partial shortages,166.42,504.4,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Southwest,Schneider
10032,143.78,5/31/2025,SKU127,43,Supervalu,OSD,43,37.55,4,yes,yes,no,invalid,unit_of_measurement,143.78,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Midwest,Schneider
10827,2882.16,5/31/2025,SKU123,49,Kroger,OSD,52,39.78,1,yes,yes,no,partially invalid,pod supports partial shortages,2214.32,667.84,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Southeast,Schneider
10827,275.74,5/31/2025,SKU135,46,Amazon,OSD,51,71.83,5,yes,yes,no,valid,,0,275.74,,,WH4,South,Schneider
10827,1544.87,5/31/2025,SKU120,19,BJ's,OSD,19,18.83,4,yes,yes,no,invalid,pod does not support shortages,1544.87,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Midwest,Schneider
11164,644.55,5/31/2025,SKU109,3,Supervalu,OSD,8,56.17,4,yes,yes,no,invalid,pod does not support shortages,644.55,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northwest,Schneider
11164,3803.4,5/31/2025,SKU102,24,Meijer,OSD,28,73.68,0,yes,yes,no,partially invalid,pod supports partial shortages,3390.62,412.78,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,West,Schneider
11164,1059.25,5/31/2025,SKU103,50,Dollar General,OSD,54,68.62,0,yes,yes,no,invalid,pod does not support shortages,1059.25,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Midwest,Schneider
11164,2124.04,5/31/2025,SKU130,42,BJ's,OSD,47,59.3,4,yes,yes,no,partially invalid,pod supports partial shortages,300.37,1823.67,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Northwest,Schneider
11164,4176.48,5/31/2025,SKU121,32,Supervalu,OSD,35,32,3,yes,yes,no,valid,,0,4176.48,,,WH2,Northeast,Schneider
11167,1767.42,5/31/2025,SKU125,26,Kroger,OSD,28,13.16,4,yes,yes,no,invalid,pod does not support shortages,1767.42,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southeast,Schneider
11167,3123.62,5/31/2025,SKU112,16,Kroger,OSD,18,70.74,3,yes,yes,no,partially invalid,pod supports partial shortages,1208.07,1915.55,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Northeast,Schneider
11167,3483.81,5/31/2025,SKU107,19,Target,OSD,23,12.29,1,yes,yes,no,invalid,pod does not support shortages,3483.81,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,West,Schneider
11167,827.74,5/31/2025,SKU108,42,BJ's,OSD,46,17.26,1,yes,yes,no,invalid,pod does not support shortages,827.74,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northeast,Schneider
11167,2146.19,5/31/2025,SKU100,38,Walmart,OSD,38,14.73,4,yes,yes,no,partially invalid,pod supports partial shortages,1738.14,408.05,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Midwest,Schneider
11167,445.18,5/31/2025,SKU115,46,Dollar General,OSD,47,66.46,2,yes,yes,no,valid,,0,445.18,,,WH2,South,Schneider
11167,883.35,5/31/2025,SKU139,30,Supervalu,OSD,33,94.33,0,yes,yes,no,partially invalid,pod supports partial shortages,539.61,343.74,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,South,Schneider
11263,2889.17,5/31/2025,SKU129,27,Walmart,OSD,31,86.44,1,yes,yes,no,partially invalid,pod supports partial shortages,1971.11,918.06,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,Schneider
11263,1663.78,5/31/2025,SKU116,48,BJ's,OSD,53,98.13,5,yes,yes,no,partially invalid,pod supports partial shortages,361.7,1302.08,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,South,Schneider
11263,2749.83,5/31/2025,SKU121,41,Target,OSD,46,51.4,4,yes,yes,no,invalid,pod does not support shortages,2749.83,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,Southeast,Schneider
11263,2734.52,5/31/2025,SKU102,4,Walmart,OSD,6,10.01,4,yes,yes,no,invalid,unit_of_measurement,2734.52,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,West,Schneider
11263,3834.98,5/31/2025,SKU148,14,Kroger,OSD,15,89.82,5,yes,yes,no,partially invalid,pod supports partial shortages,1345.66,2489.32,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Northeast,Schneider
11263,1453.64,5/31/2025,SKU120,25,Kroger,OSD,27,90.12,0,yes,yes,no,invalid,pod does not support shortages,1453.64,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Southwest,Schneider
11545,1758.88,5/31/2025,SKU134,25,Kroger,OSD,30,96.13,4,yes,yes,no,valid,,0,1758.88,,,WH2,Northwest,Schneider
11610,1881.25,5/31/2025,SKU150,35,Supervalu,OSD,38,22.98,2,yes,yes,no,partially invalid,pod supports partial shortages,598.19,1283.06,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Northwest,Schneider
11610,3319,5/31/2025,SKU121,47,Kroger,OSD,50,89.93,1,yes,yes,no,invalid,pod does not support shortages,3319,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Midwest,Schneider
11610,3971.05,5/31/2025,SKU145,33,Walmart,OSD,34,54.3,2,yes,yes,no,invalid,unit_of_measurement,3971.05,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,East,Schneider
11610,826.58,5/31/2025,SKU108,28,Kroger,OSD,32,24.3,0,yes,yes,no,partially invalid,pod supports partial shortages,495.58,331,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,West,Schneider
11610,2346.09,5/31/2025,SKU101,42,Supervalu,OSD,44,65.6,3,yes,yes,no,partially invalid,pod supports partial shortages,816.2,1529.89,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southeast,Schneider
11610,3482.05,5/31/2025,SKU120,35,Dollar General,OSD,35,41.57,4,yes,yes,no,partially invalid,pod supports partial shortages,2600.55,881.5,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,Schneider
11610,3992.01,5/31/2025,SKU139,9,Amazon,OSD,11,38.08,0,yes,yes,no,partially invalid,pod supports partial shortages,746.52,3245.49,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Southeast,Schneider
12098,3211.2,5/31/2025,SKU126,9,Costco,OSD,13,64.92,0,yes,yes,no,invalid,pod does not support shortages,3211.2,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,East,Schneider
12098,1181.37,5/31/2025,SKU144,28,Kroger,OSD,28,59.53,5,yes,yes,no,valid,,0,1181.37,,,WH4,Southwest,Schneider
12098,4405.54,5/31/2025,SKU140,47,Target,OSD,50,84.32,1,yes,yes,no,valid,,0,4405.54,,,WH2,South,Schneider
12098,4629.53,5/31/2025,SKU120,30,Amazon,OSD,33,61.94,2,yes,yes,no,valid,,0,4629.53,,,WH4,Midwest,Schneider
12098,1474.77,5/31/2025,SKU112,2,Target,OSD,7,13.85,5,yes,yes,no,valid,,0,1474.77,,,WH4,West,Schneider
12098,1672.84,5/31/2025,SKU100,1,Dollar General,OSD,6,96.08,0,yes,yes,no,valid,,0,1672.84,,,WH2,Northwest,Schneider
13098,1955.45,5/31/2025,SKU101,43,Dollar General,OSD,45,11.7,1,yes,yes,no,partially invalid,pod supports partial shortages,676.7,1278.75,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Midwest,Schneider
13098,2878.42,5/31/2025,SKU113,28,Amazon,OSD,31,30.67,3,yes,yes,no,invalid,unit_of_measurement,2878.42,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Midwest,Schneider
13098,1012.48,5/31/2025,SKU131,43,Costco,OSD,43,46.97,1,yes,yes,no,invalid,pod does not support shortages,1012.48,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,South,Schneider
13335,275.92,5/31/2025,SKU106,42,Target,OSD,46,52.65,3,yes,yes,no,invalid,unit_of_measurement,275.92,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,East,Schneider
13335,661.47,5/31/2025,SKU105,35,Kroger,OSD,39,26.09,4,yes,yes,no,valid,,0,661.47,,,WH4,West,Schneider
13335,4894.84,5/31/2025,SKU106,40,Walmart,OSD,45,21.25,4,yes,yes,no,invalid,pod does not support shortages,4894.84,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,Schneider
13335,2112.67,5/31/2025,SKU116,17,Kroger,OSD,21,82.6,5,yes,yes,no,invalid,pod does not support shortages,2112.67,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southeast,Schneider
13538,3348.8,5/31/2025,SKU123,45,Walmart,OSD,50,70.4,4,yes,yes,no,partially invalid,pod supports partial shortages,554.98,2793.82,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,East,Schneider
13538,693.69,5/31/2025,SKU124,35,Dollar General,OSD,35,33.69,0,yes,yes,no,partially invalid,pod supports partial shortages,418.31,275.38,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,West,Schneider
13538,3999.74,5/31/2025,SKU143,30,Costco,OSD,30,12.78,0,yes,yes,no,invalid,pod does not support shortages,3999.74,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Southeast,Schneider
13770,4721.63,5/31/2025,SKU106,22,Kroger,OSD,23,57.84,4,yes,yes,no,invalid,pod does not support shortages,4721.63,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Southeast,Schneider
13770,1314.6,5/31/2025,SKU124,18,Meijer,OSD,23,50.96,5,yes,yes,no,invalid,pod does not support shortages,1314.6,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,West,Schneider
13770,2072.26,5/31/2025,SKU111,41,Kroger,OSD,44,42.93,4,yes,yes,no,partially invalid,pod supports partial shortages,687.69,1384.57,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Northwest,Schneider
14485,828.92,5/31/2025,SKU118,31,Target,OSD,34,77.19,4,yes,yes,no,valid,,0,828.92,,,WH1,Northwest,Schneider
14485,4160.07,5/31/2025,SKU112,40,Meijer,OSD,40,24.61,3,yes,yes,no,partially invalid,pod supports partial shortages,1497.02,2663.05,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northeast,Schneider
14485,1424.63,5/31/2025,SKU120,27,Meijer,OSD,29,98.17,0,yes,yes,no,partially invalid,pod supports partial shortages,526.88,897.75,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH2,Southwest,Schneider
14485,1076,5/31/2025,SKU124,27,Kroger,OSD,32,53.87,4,yes,yes,no,valid,,0,1076,,,WH2,Midwest,Schneider
14788,3099.68,5/31/2025,SKU115,48,BJ's,OSD,53,37.05,1,yes,yes,no,invalid,pod does not support shortages,3099.68,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,West,Schneider
14788,2343.8,5/31/2025,SKU115,1,Walmart,OSD,1,66.54,3,yes,yes,no,partially invalid,pod supports partial shortages,735.04,1608.76,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,Schneider
14788,1174.47,5/31/2025,SKU137,40,Walmart,OSD,43,95.08,2,yes,yes,no,invalid,pod does not support shortages,1174.47,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Northwest,Schneider
14788,4979.12,5/31/2025,SKU143,12,Supervalu,OSD,17,52.42,5,yes,yes,no,valid,,0,4979.12,,,WH3,Northwest,Schneider
14788,905.38,5/31/2025,SKU128,30,Meijer,OSD,30,76.42,5,yes,yes,no,invalid,pod does not support shortages,905.38,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Midwest,Schneider
10521,3809.84,6/1/2025,SKU135,36,Supervalu,OSD,38,55.19,0,yes,yes,no,partially invalid,pod supports partial shortages,1391.51,2418.33,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southeast,Schneider
10521,1700.55,6/1/2025,SKU106,36,Walmart,OSD,41,79.53,5,yes,yes,no,partially invalid,pod supports partial shortages,252.74,1447.81,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Southeast,Schneider
10631,3065.19,6/1/2025,SKU133,30,Target,OSD,34,34.24,0,yes,yes,no,invalid,pod does not support shortages,3065.19,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Northwest,Schneider
10631,309.47,6/1/2025,SKU141,39,Dollar General,OSD,39,78.98,3,yes,yes,no,invalid,pod does not support shortages,309.47,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Southeast,Schneider
10631,784.44,6/1/2025,SKU110,21,Meijer,OSD,25,81.49,1,yes,yes,no,valid,,0,784.44,,,WH1,Northeast,Schneider
10631,4416.41,6/1/2025,SKU113,33,Costco,OSD,36,91.2,5,yes,yes,no,invalid,pod does not support shortages,4416.41,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Midwest,Schneider
10631,4978,6/1/2025,SKU121,37,Meijer,OSD,38,27.2,2,yes,yes,no,invalid,pod does not support shortages,4978,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,Schneider
10897,1898.13,6/1/2025,SKU114,33,Amazon,OSD,33,29.34,3,yes,yes,no,valid,,0,1898.13,,,WH1,Southeast,Schneider
10897,1587.48,6/1/2025,SKU144,37,Supervalu,OSD,40,63.38,4,yes,yes,no,valid,,0,1587.48,,,WH1,West,Schneider
10897,358.3,6/1/2025,SKU101,37,Walmart,OSD,40,67.41,4,yes,yes,no,valid,,0,358.3,,,WH3,Northwest,Schneider
10897,1741.25,6/1/2025,SKU145,14,Walmart,OSD,16,68.32,5,yes,yes,no,partially invalid,pod supports partial shortages,807.9,933.35,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,East,Schneider
10897,2108.6,6/1/2025,SKU130,42,Costco,OSD,43,14.32,0,yes,yes,no,valid,,0,2108.6,,,WH3,West,Schneider
10897,2089.35,6/1/2025,SKU123,34,Costco,OSD,34,95.72,4,yes,yes,no,partially invalid,pod supports partial shortages,763.93,1325.42,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,East,Schneider
11007,2049.16,6/1/2025,SKU136,23,Supervalu,OSD,24,93.04,4,yes,yes,no,valid,,0,2049.16,,,WH3,Southwest,Schneider
11007,2012.07,6/1/2025,SKU122,42,Supervalu,OSD,46,29.59,3,yes,yes,no,invalid,pod does not support shortages,2012.07,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northwest,Schneider
11007,2549.67,6/1/2025,SKU143,2,Kroger,OSD,3,92.03,5,yes,yes,no,partially invalid,pod supports partial shortages,1321.19,1228.48,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,West,Schneider
11017,1288.5,6/1/2025,SKU147,5,Amazon,OSD,5,21.93,4,yes,yes,no,invalid,pod does not support shortages,1288.5,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Northwest,Schneider
